"You will be redirected to Platon when you place an order.","Вы будете перенаправлены на сайт платежной системы Platon после сохранения заказа."
"You will be redirected to the Platon website in a few seconds.","Вы будете перенаправлены на сайт платежной системы Platon через несколько секунд."
